Name,Property_Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
Goel 143 Kailash Hills by Goel Buildtech,2 BHK Flat for sale in Sant Nagar New Delhi,1.2 Cr,Sant Nagar New Delhi,1248,9620,3,Yes
Devli Sangam ViharNew Delhi,1 BHK Independent House for sale in Sangam Vihar New Delhi,70.0 L,Devli Sangam ViharNew Delhi,500,14000,2,No
Sector 31 Rohini New Delhi,3 BHK Independent House for sale in Sector 31 Rohini New Delhi,14.0 L,Sector 31 Rohini New Delhi,280,5000,1,No
Upvan Apartment,1 BHK Flat for sale in Rohini Sector 28  New Delhi,27.0 L,Rohini Sector 28  New Delhi,500,5400,2,No
Swaroop ViharBhalswa New Delhi,3 BHK Independent House for sale in Bhalswa New Delhi,35.0 L,Swaroop ViharBhalswa New Delhi,1500,2330,3,Yes
Swaroop ViharBhalswa New Delhi,3 BHK Independent House for sale in Bhalswa New Delhi,35.0 L,Swaroop ViharBhalswa New Delhi,1500,2330,3,Yes
Keshav Puram Tri NagarNew Delhi,2 BHK Flat for sale in Tri Nagar New Delhi,1.62 Cr,Keshav Puram Tri NagarNew Delhi,1000,16200,3,Yes
West Sagarpur New Delhi,3 BHK Independent House for sale in West Sagarpur New Delhi,1.5 Cr,West Sagarpur New Delhi,980,15310,3,Yes
Mahipalpur Extension MahipalpurNew Delhi,2 BHK Flat for sale in Mahipalpur New Delhi,40.0 L,Mahipalpur Extension MahipalpurNew Delhi,850,4710,3,Yes
H no A16 Harswroop colonyFatehpur Beri New Delhi,2 BHK Flat for sale in Fatehpur Beri New Delhi,27.0 L,H no A16 Harswroop colonyFatehpur Beri New Delhi,900,3000,3,No
A Block Harswaroop colonyFatehpur Beri New Delhi,2 BHK Flat for sale in Fatehpur Beri New Delhi,28.0 L,A Block Harswaroop colonyFatehpur Beri New Delhi,900,3110,3,No
Jagat Puri Krishna NagarNew Delhi,2 BHK Independent House for sale in Krishna Nagar New Delhi,1.5 Cr,Jagat Puri Krishna NagarNew Delhi,670,22390,2,No
Mahesh Appartment,3 BHK Flat for sale in Vasundhara Enclave New Delhi,1.5 Cr,Paryatan Vihar Vasundhara EnclaveNew Delhi,1300,11540,3,No
Maharani Bagh New Delhi,4 BHK Independent House for sale in Maharani Bagh New Delhi,26.0 Cr,Maharani Bagh New Delhi,4100,63410,5,Yes
Mukherjee Nagar New Delhi,3 BHK Independent House for sale in Mukherjee Nagar New Delhi,2.0 Cr,Mukherjee Nagar New Delhi,1800,11110,3,Yes
Aman Vihar SultanpuriNew Delhi,6 BHK Independent House for sale in Sultanpuri New Delhi,65.0 L,Aman Vihar SultanpuriNew Delhi,1000,6500,3,No
K9 Khirki ExtensionKhirki Extension New Delhi,2 BHK Flat for sale in Khirki Extension New Delhi,65.0 L,K9 Khirki ExtensionKhirki Extension New Delhi,810,8020,3,No
Sector 39 Rohini New Delhi,2 BHK Independent House for sale in Sector 39 Rohini New Delhi,32.0 L,Sector 39 Rohini New Delhi,450,7110,2,No
Wazirpur Village Ashok ViharNew Delhi,2 BHK Villa for sale in Ashok Vihar New Delhi,5.3 Cr,Wazirpur Village Ashok ViharNew Delhi,1125,47110,3,Yes
West Shalimar Bagh Shalimar BaghNew Delhi,3 BHK Flat for sale in Shalimar Bagh New Delhi,3.0 Cr,West Shalimar Bagh Shalimar BaghNew Delhi,1800,16670,3,Yes
Devli Sangam ViharNew Delhi,4 BHK Independent House for sale in Sangam Vihar New Delhi,60.0 L,Devli Sangam ViharNew Delhi,450,13330,2,Yes
Dera Mandi New Delhi,1 BHK Flat for sale in Dera Mandi New Delhi,30.0 L,Dera Mandi New Delhi,150,20000,1,Yes
Alaknanda New Delhi,2 BHK Flat for sale in Alaknanda New Delhi,1.99 Cr,Alaknanda New Delhi,1300,15310,3,Yes
Sonia Vihar New Delhi,2 BHK Independent House for sale in Sonia Vihar New Delhi,33.0 L,Sonia Vihar New Delhi,594,5550,2,No
Block 22 Tilak NagarNew Delhi,8 BHK Independent House for sale in Tilak Nagar New Delhi,2.5 Cr,Block 22 Tilak NagarNew Delhi,3000,8330,1,Yes
Ghonda Patti ShahdaraNew Delhi,8 BHK Independent House for sale in Shahdara New Delhi,3.2 Cr,Ghonda Patti ShahdaraNew Delhi,1337,23930,3,Yes
Aman Vihar Kirari Suleman NagarNew Delhi,4 BHK Independent House for sale in Kirari Suleman Nagar New Delhi,1.3 Cr,Aman Vihar Kirari Suleman NagarNew Delhi,1350,9630,3,No
Khera Khurd New Delhi,6 BHK Independent House for sale in Khera Khurd New Delhi,62.0 L,Khera Khurd New Delhi,1140,5440,3,No
Sewak Park New Delhi,8 BHK Independent House for sale in Sewak Park New Delhi,1.75 Cr,Sewak Park New Delhi,765,22880,2,Yes
pocket 2 Mayur vihar phase 3Mayur Vihar Phase 3 New Delhi,1 BHK Independent House for sale in Mayur Vihar Phase 3 New Delhi,60.0 L,pocket 2 Mayur vihar phase 3Mayur Vihar Phase 3 New Delhi,200,30000,1,No
Sunrise Apartment Nasirpur DwarkaNasir Pur Colony ManglapuriNew Delhi,1 BHK Flat for sale in Manglapuri New Delhi,13.25 L,Sunrise Apartment Nasirpur DwarkaNasir Pur Colony ManglapuriNew Delhi,320,4140,1,Yes
Block C Vijay NagarNew Delhi,8 BHK Independent House for sale in Vijay Nagar New Delhi,5.0 Cr,Block C Vijay NagarNew Delhi,4200,11900,5,Yes
Fateh Nagar New Delhi,1 BHK Flat for sale in Fateh Nagar New Delhi,29.49 L,Fateh Nagar New Delhi,450,6550,2,No
New Mahavir Nagar Tilak NagarNew Delhi,6 BHK Independent House for sale in Tilak Nagar New Delhi,3.0 Cr,New Mahavir Nagar Tilak NagarNew Delhi,1800,16670,3,Yes
Gorav Nagar Kirari Suleman NagarNew Delhi,4 BHK Independent House for sale in Kirari Suleman Nagar New Delhi,32.0 L,Gorav Nagar Kirari Suleman NagarNew Delhi,600,5330,2,No
Transport Centre AzadpurNew Delhi,2 BHK Independent House for sale in Azadpur New Delhi,5.0 Cr,Transport Centre AzadpurNew Delhi,650,76920,2,Yes
Block E KalkajiNew Delhi,5 BHK Independent House for sale in Kalkaji New Delhi,6.3 Cr,Block E KalkajiNew Delhi,1350,46670,3,No
Mandawali New Delhi,6 BHK Independent House for sale in Mandawali New Delhi,1.15 Cr,Mandawali New Delhi,450,25550,2,No
Sector 35 Rohini New Delhi,1 BHK Flat for sale in Sector 35 Rohini New Delhi,17.0 L,Sector 35 Rohini New Delhi,350,4860,1,No
Sector 38 Rohini New Delhi,3 BHK Flat for sale in Sector 38 Rohini New Delhi,40.0 L,Sector 38 Rohini New Delhi,1250,3200,3,No
Sector 38 Rohini New Delhi,3 BHK Flat for sale in Sector 38 Rohini New Delhi,55.0 L,Sector 38 Rohini New Delhi,1250,4400,3,Yes
Gtb nagarBlock C Vijay NagarNew Delhi,3 BHK Flat for sale in Vijay Nagar New Delhi,95.0 L,Gtb nagarBlock C Vijay NagarNew Delhi,850,11180,3,Yes
Neb Sarai New Delhi,3 BHK Independent House for sale in Neb Sarai New Delhi,12.0 Cr,Neb Sarai New Delhi,1800,66670,3,Yes
Naraina Vihar NarainaNew Delhi,2 BHK Flat for sale in Naraina New Delhi,1.2 Cr,Naraina Vihar NarainaNew Delhi,900,13330,3,No
Ramesh Park Laxmi NagarNew Delhi,10 BHK Independent House for sale in Laxmi Nagar New Delhi,5.0 Cr,Ramesh Park Laxmi NagarNew Delhi,2000,25000,2,Yes
Hauz Khas Enclave Hauz KhasNew Delhi,3 BHK Flat for sale in Hauz Khas New Delhi,2.4 Cr,Hauz Khas Enclave Hauz KhasNew Delhi,1200,20000,3,Yes
Punjabi Basti Anand ParbatNew Delhi,8 BHK Independent House for sale in Anand Parbat New Delhi,50.0 L,Punjabi Basti Anand ParbatNew Delhi,595,8400,2,Yes
Ganpati Apartments,1 BHK Flat for sale in Burari New Delhi,26.0 L,Burari Garhi BurariNew Delhi,500,5200,2,Yes
DDA Flates Naraina Village NarainaNew Delhi,2 BHK Flat for sale in Naraina New Delhi,90.0 L,DDA Flates Naraina Village NarainaNew Delhi,630,14290,2,Yes
Ghazipur Village GazipurNew Delhi,6 BHK Independent House for sale in Gazipur New Delhi,2.0 Cr,Ghazipur Village GazipurNew Delhi,750,26670,2,No
Rajan Enclave HastsalNew Delhi,2 BHK Independent House for sale in Hastsal New Delhi,28.0 L,Rajan Enclave HastsalNew Delhi,600,4670,2,Yes
Sector C Mayur Vihar Phase 3New Delhi,1 RK Independent House for sale in Mayur Vihar Phase 3 New Delhi,85.0 L,Sector C Mayur Vihar Phase 3New Delhi,1000,8500,3,Yes
Taharpur Village Dilshad GardenNew Delhi,3 BHK Independent House for sale in Dilshad Garden New Delhi,65.0 L,Taharpur Village Dilshad GardenNew Delhi,150,43330,1,No
Sector 6C Sector 6 RohiniNew Delhi,4 BHK Independent House for sale in Sector 6 Rohini New Delhi,95.0 L,Sector 6C Sector 6 RohiniNew Delhi,700,13570,2,Yes
amritpiGarhi New Delhi,3 BHK Flat for sale in Garhi New Delhi,65.0 L,amritpiGarhi New Delhi,800,8130,5,No
Beadonpura Karol BaghNew Delhi,4 BHK Independent House for sale in Karol Bagh New Delhi,1.5 Cr,Beadonpura Karol BaghNew Delhi,1000,15000,3,No
G Block Preet ViharNew Delhi,10 BHK Independent House for sale in Preet Vihar New Delhi,13.0 Cr,G Block Preet ViharNew Delhi,3000,43330,4,Yes
Block B Najafgarh Road Industrial AreaNew Delhi,2 BHK Independent House for sale in Najafgarh Road Industrial Area New Delhi,32.0 L,Block B Najafgarh Road Industrial AreaNew Delhi,450,7110,2,No
Uttam nagar west Uttam NagarNew Delhi,1 RK Independent House for sale in Uttam Nagar New Delhi,35.0 L,Uttam nagar west Uttam NagarNew Delhi,300,11670,1,No
I Block DDA Flat Naraina Vihar NarainaNew Delhi,2 BHK Flat for sale in Naraina New Delhi,1.3 Cr,I Block DDA Flat Naraina Vihar NarainaNew Delhi,700,18570,2,No
Manakpura Kishan GanjNew Delhi,1 BHK Independent House for sale in Kishan Ganj New Delhi,30.0 L,Manakpura Kishan GanjNew Delhi,224,13390,1,Yes
Sonia Vihar New Delhi,1 BHK Independent House for sale in Sonia Vihar New Delhi,45.0 L,Sonia Vihar New Delhi,300,15000,1,Yes
Vijay Vihar Phase II Sector 4 RohiniNew Delhi,3 BHK Independent House for sale in Sector 4 Rohini New Delhi,70.0 L,Vijay Vihar Phase II Sector 4 RohiniNew Delhi,713,9820,2,Yes
Uttam nagar west Uttam NagarNew Delhi,2 BHK Villa for sale in Uttam Nagar New Delhi,13.0 L,Uttam nagar west Uttam NagarNew Delhi,500,2600,2,Yes
Kalkaji New Delhi,1 BHK Independent House for sale in Kalkaji New Delhi,1.05 Cr,Kalkaji New Delhi,405,25930,2,Yes
Wazirabad New Delhi,4 BHK Independent House for sale in Wazirabad New Delhi,80.0 L,Wazirabad New Delhi,720,11110,2,No
Sector 6C Sector 6 RohiniNew Delhi,1 BHK Flat for sale in Sector 6 Rohini New Delhi,25.0 L,Sector 6C Sector 6 RohiniNew Delhi,350,7140,1,Yes
Chand Nagar Vishnu GardenNew Delhi,3 BHK Independent House for sale in Vishnu Garden New Delhi,4.8 Cr,Chand Nagar Vishnu GardenNew Delhi,1800,26670,3,Yes
Airport Apartments CHS,1 BHK Flat for sale in Vikaspuri New Delhi,80.0 L,Samaj Kalyan Apartment VikaspuriNew Delhi,650,12310,2,No
1049 D 10 govindpuriGovindpuri New Delhi,2 BHK Flat for sale in Govindpuri New Delhi,38.0 L,1049 D 10 govindpuriGovindpuri New Delhi,624,6090,2,No
Pocket IBlock D Dilshad GardenNew Delhi,3 BHK Flat for sale in Dilshad Garden New Delhi,85.0 L,Pocket IBlock D Dilshad GardenNew Delhi,750,11330,2,No
Sangam Vihar WazirabadNew Delhi,4 BHK Independent House for sale in Wazirabad New Delhi,80.0 L,Sangam Vihar WazirabadNew Delhi,1440,5550,3,Yes
Devli Sangam ViharNew Delhi,4 BHK Independent House for sale in Sangam Vihar New Delhi,1.1 Cr,Devli Sangam ViharNew Delhi,900,12220,3,No
Barwala New Delhi,2 BHK Independent House for sale in Barwala New Delhi,25.0 L,Barwala New Delhi,295,8470,1,No
Ahinsa Vihar,4 BHK Flat for sale in Sector 9 Rohini New Delhi,3.0 Cr,Sector 9 Rohini New Delhi,1700,17650,3,Yes
Ashok Nagar Extension New Ashok NagarNew Delhi,4 BHK Independent House for sale in New Ashok Nagar New Delhi,2.0 Cr,Ashok Nagar Extension New Ashok NagarNew Delhi,2000,10000,3,Yes
Skylark ApartmentsGhazipur Dairy Farm GazipurNew Delhi,2 BHK Flat for sale in Gazipur New Delhi,70.0 L,Skylark ApartmentsGhazipur Dairy Farm GazipurNew Delhi,968,7230,3,No
Bankoli Village New Delhi,4 BHK Independent House for sale in Bankoli Village New Delhi,5.0 Cr,Bankoli Village New Delhi,4050,12350,5,Yes
Standalone bNaraina Village NarainaNew Delhi,3 BHK Flat for sale in Naraina New Delhi,2.35 Cr,Standalone bNaraina Village NarainaNew Delhi,1800,13050,3,Yes
DDA Sunlight Colony,2 BHK Independent House for sale in Maharani Bagh New Delhi,1.0 Cr,Maharani Bagh New Delhi,800,12500,2,No
Tajpur BadarpurNew Delhi,1 BHK Independent House for sale in Badarpur New Delhi,55.0 L,Tajpur BadarpurNew Delhi,450,12220,2,Yes
Block 2 Subhash NagarNew Delhi,4 BHK Independent House for sale in Subhash Nagar New Delhi,2.8 Cr,Block 2 Subhash NagarNew Delhi,1800,15550,3,Yes
Mansa Ram Park New Delhi,1 BHK Independent House for sale in Mansa Ram Park New Delhi,60.0 L,Mansa Ram Park New Delhi,450,13330,2,No
Meet Nagar SaboliNew Delhi,2 BHK Independent House for sale in Saboli New Delhi,52.94 L,Meet Nagar SaboliNew Delhi,450,11760,2,No
Deoli Gaon Nai Basti KhanpurNew Delhi,5 BHK Independent House for sale in Khanpur New Delhi,70.0 L,Deoli Gaon Nai Basti KhanpurNew Delhi,1500,4670,3,Yes
Mayur Vihar Phase 3 New Delhi,3 BHK Independent House for sale in Mayur Vihar Phase 3 New Delhi,3.0 Cr,Mayur Vihar Phase 3 New Delhi,4278,7010,5,Yes
Haiderpur New Delhi,8 BHK Independent House for sale in Haiderpur New Delhi,1.0 Cr,Haiderpur New Delhi,13796,724000,3,Yes
DDA Flats,2 BHK Flat for sale in Naraina New Delhi,1.32 Cr,Naraina Village NarainaNew Delhi,700,18860,2,No
New Sabzi Mandi AzadpurNew Delhi,2 BHK Independent House for sale in Azadpur New Delhi,1.75 Cr,New Sabzi Mandi AzadpurNew Delhi,720,24300,2,Yes
Budh Vihar Phase II Budh ViharNew Delhi,1 BHK Independent House for sale in Budh Vihar New Delhi,21.0 L,Budh Vihar Phase II Budh ViharNew Delhi,178,11800,1,Yes
Near Char khambaMandoli Extension MandoliNew Delhi,5 BHK Independent House for sale in Mandoli New Delhi,90.0 L,Near Char khambaMandoli Extension MandoliNew Delhi,1100,8180,3,Yes
D Block Mansarover GardenNew Delhi,3 BHK Flat for sale in Mansarover Garden New Delhi,2.0 Cr,D Block Mansarover GardenNew Delhi,1395,14340,3,Yes
DDA FLATS,3 BHK Flat for sale in Dilshad Garden New Delhi,1.1 Cr,Taharpur Village Dilshad GardenNew Delhi,960,11460,3,No
Block A Khajoori KhasNew Delhi,2 BHK Independent House for sale in Khajoori Khas New Delhi,31.0 L,Block A Khajoori KhasNew Delhi,312,9940,1,No
Adarsh Nagar Extension Adarsh NagarNew Delhi,1 BHK Independent House for sale in Adarsh Nagar New Delhi,1.55 Cr,Adarsh Nagar Extension Adarsh NagarNew Delhi,675,22960,2,Yes
Rajouri Garden Extension Rajouri GardenNew Delhi,3 BHK Independent House for sale in Rajouri Garden New Delhi,4.5 Cr,Rajouri Garden Extension Rajouri GardenNew Delhi,900,50000,3,Yes
Sector 3 Dwarka New Delhi,7 BHK Independent House for sale in Sector 3 Dwarka New Delhi,1.1 Cr,Sector 3 Dwarka New Delhi,675,16300,2,No
Ganpati Apartment,2 BHK Flat for sale in Mahavir Enclave New Delhi,35.0 L,Mahavir Enclave Part 1 Mahavir EnclaveNew Delhi,700,5000,2,Yes
Block C 4 JahangirpuriNew Delhi,4 BHK Independent House for sale in Jahangirpuri New Delhi,1.99 Cr,Block C 4 JahangirpuriNew Delhi,1658,12000,3,Yes
Manglapuri New Delhi,2 BHK Independent House for sale in Manglapuri New Delhi,75.0 L,Manglapuri New Delhi,1000,7500,3,No
Block C ManglapuriNew Delhi,2 BHK Independent House for sale in Manglapuri New Delhi,75.0 L,Block C ManglapuriNew Delhi,1000,7500,3,No
DDA SFS FLAT GULABI BAGHGulabi Bagh New Delhi,2 BHK Flat for sale in Gulabi Bagh New Delhi,1.95 Cr,DDA SFS FLAT GULABI BAGHGulabi Bagh New Delhi,1100,17730,3,No
DDA SFS FLATS GULABI BAGHGulabi Bagh New Delhi,2 BHK Flat for sale in Gulabi Bagh New Delhi,1.95 Cr,DDA SFS FLATS GULABI BAGHGulabi Bagh New Delhi,1100,17730,3,No
Block A Dilshad GardenNew Delhi,3 BHK Flat for sale in Dilshad Garden New Delhi,1.4 Cr,Block A Dilshad GardenNew Delhi,1250,11200,3,No
Ghazipur Dairy Farm GazipurNew Delhi,3 BHK Independent House for sale in Gazipur New Delhi,42.0 L,Ghazipur Dairy Farm GazipurNew Delhi,150,28000,1,Yes
Bungalow RdAdarsh Nagar Extension Adarsh NagarNew Delhi,2 BHK Flat for sale in Adarsh Nagar New Delhi,1.2 Cr,Bungalow RdAdarsh Nagar Extension Adarsh NagarNew Delhi,980,12240,3,No
Zakir Nagar OkhlaNew Delhi,2 BHK Independent House for sale in Okhla New Delhi,40.0 L,Zakir Nagar OkhlaNew Delhi,650,6150,2,No
East Park RoadBlock 56 Karol BaghNew Delhi,9 BHK Independent House for sale in Karol Bagh New Delhi,6.5 Cr,East Park RoadBlock 56 Karol BaghNew Delhi,1480,43920,3,Yes
Block Q Krishan ViharNew Delhi,6 BHK Independent House for sale in Krishan Vihar New Delhi,90.0 L,Block Q Krishan ViharNew Delhi,810,11110,3,Yes
DDA FlatsDr. Ambedkar Nagar MadangirNew Delhi,4 BHK Independent House for sale in Madangir New Delhi,1.6 Cr,DDA FlatsDr. Ambedkar Nagar MadangirNew Delhi,2000,8000,5,Yes
Johripur New Delhi,1 BHK Flat for sale in Johripur New Delhi,32.08 L,Johripur New Delhi,500,6420,2,Yes
Sector 16b janta flatSector 16 Dwarka New Delhi,1 RK Flat for sale in Sector 16 Dwarka New Delhi,20.0 L,Sector 16b janta flatSector 16 Dwarka New Delhi,280,7140,1,No
Sector 25 Rohini New Delhi,1 BHK Independent House for sale in Sector 25 Rohini New Delhi,38.0 L,Sector 25 Rohini New Delhi,450,8440,2,Yes
flat in Amarpali Apartment Patparganj East DelhiIP Extension PatparganjNew Delhi,2 BHK Flat for sale in Patparganj New Delhi,1.2 Cr,flat in Amarpali Apartment Patparganj East DelhiIP Extension PatparganjNew Delhi,850,14120,3,No
 RWA Dilshad Colony Block E Markets WA,1 BHK Flat for sale in Dilshad Garden New Delhi,60.0 L,Dilshad Colony New Simapuri Dilshad GardenNew Delhi,1000,6000,3,Yes
Mangalpuri I PalamNew Delhi,6 BHK Independent House for sale in Palam New Delhi,3.8 Cr,Mangalpuri I PalamNew Delhi,1450,26210,3,No
Pahari Dhiraj Sadar BazaarNew Delhi,5 BHK Independent House for sale in Sadar Bazaar New Delhi,1.1 Cr,Pahari Dhiraj Sadar BazaarNew Delhi,900,12220,3,Yes
Nirmal Vihar BaprolaNew Delhi,3 BHK Independent House for sale in Baprola New Delhi,34.0 L,Nirmal Vihar BaprolaNew Delhi,306,11110,1,No
Kanjhawala Village New Delhi,2 BHK Independent House for sale in Kanjhawala Village New Delhi,80.0 L,Kanjhawala Village New Delhi,900,8890,3,Yes
Kanshika TowersMolarband Extension BadarpurNew Delhi,3 BHK Flat for sale in Badarpur New Delhi,1.2 Cr,Kanshika TowersMolarband Extension BadarpurNew Delhi,1450,8280,3,Yes
Nangli Sakrawati New Delhi,4 BHK Independent House for sale in Nangli Sakrawati New Delhi,1.4 Cr,Nangli Sakrawati New Delhi,1270,11020,3,Yes
JVTS gardensChatesar New Delhi,2 BHK Flat for sale in Chatesar New Delhi,38.0 L,JVTS gardensChatesar New Delhi,1000,3800,3,Yes
DDA Flats,2 BHK Flat for sale in Gulabi Bagh New Delhi,1.15 Cr,Gulabi Bagh New Delhi,1000,11500,3,No
Adarsh Nagar Extension Adarsh NagarNew Delhi,4 BHK Independent House for sale in Adarsh Nagar New Delhi,2.5 Cr,Adarsh Nagar Extension Adarsh NagarNew Delhi,950,26320,3,Yes
DDA flats Taharpur Village Dilshad GardenNew Delhi,3 BHK Flat for sale in Dilshad Garden New Delhi,1.3 Cr,DDA flats Taharpur Village Dilshad GardenNew Delhi,1200,10830,3,Yes
Vishnu Garden New Delhi,1 BHK Independent House for sale in Vishnu Garden New Delhi,87.0 L,Vishnu Garden New Delhi,361,24100,1,Yes
Rama Floors,2 BHK Flat for sale in Uttam Nagar New Delhi,24.5 L,Uttam nagar west Uttam NagarNew Delhi,750,3270,2,No
Bathla ApartmentsBlock F PatparganjNew Delhi,1 BHK Flat for sale in Patparganj New Delhi,65.0 L,Bathla ApartmentsBlock F PatparganjNew Delhi,650,10000,2,No
Taharpur Village Dilshad GardenNew Delhi,2 BHK Flat for sale in Dilshad Garden New Delhi,82.0 L,Taharpur Village Dilshad GardenNew Delhi,1200,6830,3,No
IP Extension PatparganjNew Delhi,1 BHK Independent House for sale in Patparganj New Delhi,80.0 L,IP Extension PatparganjNew Delhi,213,37560,1,Yes
Heritage greens Chandan Hola New Delhi,3 BHK Flat for sale in Chandan Hola New Delhi,90.0 L,Heritage greens Chandan Hola New Delhi,1250,7200,3,No
Mangalam Sector 3 Rohini New Delhi,1 BHK Flat for sale in Sector 3 Rohini New Delhi,38.0 L,Mangalam Sector 3 Rohini New Delhi,280,13570,1,No
 RWA Mohan Garden Block A,4 BHK Independent House for sale in Razapur Khurd New Delhi,1.7 Cr,Mohan Garden Razapur KhurdNew Delhi,1680,10120,3,Yes
Mayapuri Industrial Area Phase II MayapuriNew Delhi,4 BHK Independent House for sale in Mayapuri New Delhi,1.0 Cr,Mayapuri Industrial Area Phase II MayapuriNew Delhi,432,23150,2,No
Narmada Apartments,2 BHK Flat for sale in Greater Kailash I New Delhi,2.0 Cr,Greater Kailash I New Delhi,1156,17300,3,Yes
GS Apartment,2 BHK Flat for sale in Sector 13 Rohini New Delhi,98.0 L,Sector 13 Rohini New Delhi,1100,8910,3,Yes
G S Aparment,2 BHK Flat for sale in Sector 13 Rohini New Delhi,98.0 L,Sector 13 Rohini New Delhi,1000,9800,3,Yes
J Block JahangirpuriNew Delhi,8 BHK Independent House for sale in Jahangirpuri New Delhi,1.0 Cr,J Block JahangirpuriNew Delhi,450,22220,2,No
Manglapuri New Delhi,2 BHK Independent House for sale in Manglapuri New Delhi,45.0 L,Manglapuri New Delhi,623,7220,2,Yes
Glance ApartmentRajpur Khurd Village ChhattarpurNew Delhi,1 RK Flat for sale in Chhattarpur New Delhi,26.0 L,Glance ApartmentRajpur Khurd Village ChhattarpurNew Delhi,550,4730,2,No
DDA Flats,5 BHK Independent House for sale in Naraina New Delhi,3.5 Cr,Naraina Village NarainaNew Delhi,1125,31110,3,Yes
Khera Khurd New Delhi,1 BHK Flat for sale in Khera Khurd New Delhi,17.0 L,Khera Khurd New Delhi,400,4250,2,Yes
Hari Nagar Ashram New Delhi,1 BHK Independent House for sale in Hari Nagar Ashram New Delhi,1.0 Cr,Hari Nagar Ashram New Delhi,490,20410,2,Yes
Uttam nagar west Uttam NagarNew Delhi,3 BHK Flat for sale in Uttam Nagar New Delhi,42.0 L,Uttam nagar west Uttam NagarNew Delhi,700,6000,2,Yes
Mayapuri Industrial Area Phase I MayapuriNew Delhi,3 BHK Flat for sale in Mayapuri New Delhi,3.0 Cr,Mayapuri Industrial Area Phase I MayapuriNew Delhi,3000,10000,4,Yes
Meenakshi Garden Ashok NagarNew Delhi,3 BHK Independent House for sale in Ashok Nagar New Delhi,1.15 Cr,Meenakshi Garden Ashok NagarNew Delhi,360,31940,1,No
Multani Dhanda PaharganjNew Delhi,2 BHK Independent House for sale in Paharganj New Delhi,1.25 Cr,Multani Dhanda PaharganjNew Delhi,713,17530,2,No
Indra Park PalamPalam New Delhi,2 BHK Flat for sale in Palam New Delhi,28.5 L,Indra Park PalamPalam New Delhi,550,5180,2,Yes
Anekant Apartment,2 BHK Flat for sale in Dallupura New Delhi,1.15 Cr,Doctors Appartment DallupuraNew Delhi,1500,7670,3,Yes
Govindpuri New Delhi,9 BHK Independent House for sale in Govindpuri New Delhi,1.8 Cr,Govindpuri New Delhi,2500,7200,4,Yes
Mahendra DevelopersMahendru Enclave Gujranwala TownNew Delhi,3 BHK Flat for sale in Gujranwala Town New Delhi,80.0 L,Mahendra DevelopersMahendru Enclave Gujranwala TownNew Delhi,1575,5080,3,Yes
Manglapuri New Delhi,2 BHK Independent House for sale in Manglapuri New Delhi,75.0 L,Manglapuri New Delhi,279,26880,1,Yes
V K ResidencyRupali Enclave KaralaNew Delhi,2 BHK Flat for sale in Karala New Delhi,30.0 L,V K ResidencyRupali Enclave KaralaNew Delhi,630,4760,2,No
Badarpur Village BadarpurNew Delhi,1 RK Independent House for sale in Badarpur New Delhi,30.0 L,Badarpur Village BadarpurNew Delhi,150,20000,1,Yes
Aya Nagar Phase 2 Aya NagarNew Delhi,3 BHK Independent House for sale in Aya Nagar New Delhi,1.0 Cr,Aya Nagar Phase 2 Aya NagarNew Delhi,1080,9260,3,Yes
Block C Adarsh NagarNew Delhi,8 BHK Independent House for sale in Adarsh Nagar New Delhi,40.0 L,Block C Adarsh NagarNew Delhi,1350,2960,3,Yes
Badarpur border molarband extn c blockBadarpur Village BadarpurNew Delhi,3 BHK Independent House for sale in Badarpur New Delhi,70.0 L,Badarpur border molarband extn c blockBadarpur Village BadarpurNew Delhi,1000,7000,3,Yes
840 chirag delhi metro stationChirag Dilli New Delhi,3 BHK Flat for sale in Chirag Dilli New Delhi,1.5 Cr,840 chirag delhi metro stationChirag Dilli New Delhi,1400,10710,3,Yes
Badarpur Village BadarpurNew Delhi,6 BHK Independent House for sale in Badarpur New Delhi,60.0 L,Badarpur Village BadarpurNew Delhi,1500,4000,3,No
Maestro Aya Nagar,4 BHK Independent House for sale in Aya Nagar New Delhi,1.5 Cr,Aya Nagar Phase 2 Aya NagarNew Delhi,1470,10200,3,Yes
Maestro Aya Nagar,4 BHK Independent House for sale in Aya Nagar New Delhi,1.5 Cr,Aya Nagar Phase 2 Aya NagarNew Delhi,1500,10000,3,Yes
Sector 3 Dwarka New Delhi,10 BHK Independent House for sale in Sector 3 Dwarka New Delhi,4.5 Cr,Sector 3 Dwarka New Delhi,3240,13890,3,Yes
Mahavir Enclave Part 1 Mahavir EnclaveNew Delhi,1 RK Independent House for sale in Mahavir Enclave New Delhi,17.0 L,Mahavir Enclave Part 1 Mahavir EnclaveNew Delhi,1100,1540,3,Yes
Sanjay Enclave JahangirpuriNew Delhi,2 BHK Flat for sale in Jahangirpuri New Delhi,45.0 L,Sanjay Enclave JahangirpuriNew Delhi,500,9000,2,No
Nangloi New Delhi,5 BHK Independent House for sale in Nangloi New Delhi,6.3 Cr,Nangloi New Delhi,2070,30430,4,Yes
Swaroop Nagar shiv mandir rood Azad Place BhalswaNew Delhi,6 BHK Independent House for sale in Bhalswa New Delhi,1.25 Cr,Swaroop Nagar shiv mandir rood Azad Place BhalswaNew Delhi,1195,10460,3,No
