Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City,Price_Growth
D Block Qutub vihar phase 1Qutub Vihar I Qutub ViharNew Delhi,2 BHK Flat for sale in Qutub Vihar New Delhi,45,D Block Qutub vihar phase 1Qutub Vihar I Qutub ViharNew Delhi,550,8180,2,0,2 BHK,Delhi,53.13
Sewak Park New Delhi,1.5 BHK Independent House for sale in Sewak Park New Delhi,50,Sewak Park New Delhi,550,9090,2,0,1.5 BHK,Delhi,55.55
Sitapuri Part 2 BindapurNew Delhi,3 BHK Independent House for sale in Bindapur New Delhi,97,Sitapuri Part 2 BindapurNew Delhi,900,10870,3,1,3 BHK,Delhi,110.15
Block 21 Tilak NagarNew Delhi,2 BHK Independent House for sale in Tilak Nagar New Delhi,45,Block 21 Tilak NagarNew Delhi,500,9000,2,0,2 BHK,Delhi,50
Madanpur Khadar New Delhi,4 BHK Independent House for sale in Madanpur Khadar New Delhi,5,Madanpur Khadar New Delhi,540,944000,2,0,4 BHK,Delhi,5.74
Saiyad Ul Ajaib Extension Said-Ul-AjaibNew Delhi,3 BHK Independent House for sale in Said-Ul-Ajaib New Delhi,450,Saiyad Ul Ajaib Extension Said-Ul-AjaibNew Delhi,1900,23680,3,1,3 BHK,Delhi,534.47
DDA LIG Flats,3 R Flat for sale in Rohini Sector 28  New Delhi,26,Rohini Sector 28  New Delhi,550,4730,2,1,,Delhi,30.59
Gulati Dream Home In Rohini Sec 22,3 BHK Independent House for sale in Sector 22 Rohini New Delhi,7,Sector 22 Rohini New Delhi,150,4670,1,1,3 BHK,Delhi,8.04
Sangam Vihar WazirabadNew Delhi,1 BHK Independent House for sale in Wazirabad New Delhi,14,Sangam Vihar WazirabadNew Delhi,225,6220,1,1,1 BHK,Delhi,15.69
Pocket B1 LoknayakpuramLok Nayak Puram BakkarwalaNew Delhi,1 BHK Flat for sale in Bakkarwala New Delhi,39,Pocket B1 LoknayakpuramLok Nayak Puram BakkarwalaNew Delhi,484,8060,2,1,1 BHK,Delhi,45.72
Begumpur New Delhi,2 BHK Independent House for sale in Begumpur New Delhi,140,Begumpur New Delhi,650,21540,2,1,2 BHK,Delhi,156.74
Shiv Vihar Karawal NagarNew Delhi,1 BHK Independent House for sale in Karawal Nagar New Delhi,25,Shiv Vihar Karawal NagarNew Delhi,410,6100,2,0,1 BHK,Delhi,29.34
Jai Vihar BaprolaNew Delhi,6 BHK Independent House for sale in Baprola New Delhi,45,Jai Vihar BaprolaNew Delhi,1000,4500,3,0,6 BHK,Delhi,49.93
Jai Kapish Apartment,3 BHK Flat for sale in Sangam Vihar New Delhi,48,Devli Sangam ViharNew Delhi,1125,4270,3,0,3 BHK,Delhi,53.1
Sector 5 DakshinpuriNew Delhi,4 BHK Independent House for sale in Dakshinpuri New Delhi,60,Sector 5 DakshinpuriNew Delhi,225,26670,1,0,4 BHK,Delhi,71.05
Building DwarkaKakraula Village Sector 16B DwarkaNew Delhi,1 BHK Flat for sale in Sector 16B Dwarka New Delhi,19,Building DwarkaKakraula Village Sector 16B DwarkaNew Delhi,1500,1300,3,1,1 BHK,Delhi,21.72
Ambika enclaveSuraj Vihar New Delhi,3 BHK Flat for sale in Suraj Vihar New Delhi,45,Ambika enclaveSuraj Vihar New Delhi,1100,4090,3,0,3 BHK,Delhi,52.52
RWA Mohan Garden Block A,3 BHK Flat for sale in Razapur Khurd New Delhi,55,Mohan Garden Razapur KhurdNew Delhi,1200,4580,3,0,3 BHK,Delhi,65.51
Vivekananad Apartment,2 BHK Flat for sale in Sector 8 Rohini New Delhi,95,Sector 8B Sector 8 RohiniNew Delhi,1000,9500,3,0,2 BHK,Delhi,110.16
Pocket A3Sector 7 Rohini New Delhi,2 BHK Flat for sale in Sector 7 Rohini New Delhi,100,Pocket A3Sector 7 Rohini New Delhi,1000,10000,3,1,2 BHK,Delhi,110.26
Molarband Extension BadarpurNew Delhi,2 BHK Independent House for sale in Badarpur New Delhi,40,Molarband Extension BadarpurNew Delhi,400,10000,2,0,2 BHK,Delhi,44.53
LIG FLATS MAYUR VIHARPocket A 1 Mayur Vihar Phase 3New Delhi,2 BHK Flat for sale in Mayur Vihar Phase 3 New Delhi,80,LIG FLATS MAYUR VIHARPocket A 1 Mayur Vihar Phase 3New Delhi,900,8890,3,0,2 BHK,Delhi,93.36
Sheikh Sarai Village Sheikh SaraiNew Delhi,2 BHK Flat for sale in Sheikh Sarai New Delhi,60,Sheikh Sarai Village Sheikh SaraiNew Delhi,850,7060,3,0,2 BHK,Delhi,70.53
Block C Adarsh NagarNew Delhi,7 BHK Independent House for sale in Adarsh Nagar New Delhi,1400,Block C Adarsh NagarNew Delhi,2925,47860,4,1,7 BHK,Delhi,1621.29
Riviera Apartments,3 BHK Flat for sale in Timarpur New Delhi,265,Banarsi Das Estate TimarpurNew Delhi,2230,11880,4,1,3 BHK,Delhi,304.21
Sanskriti appartment Bharat Vihar Madhu ViharNew Delhi,2 BHK Flat for sale in Madhu Vihar New Delhi,25,Sanskriti appartment Bharat Vihar Madhu ViharNew Delhi,450,5550,2,0,2 BHK,Delhi,29.95
Metro Apartment,2 BHK Flat for sale in Jahangirpuri New Delhi,15,Block A JahangirpuriNew Delhi,468,3210,2,0,2 BHK,Delhi,16.97
Dharampura NajafgarhNew Delhi,4 BHK Independent House for sale in Najafgarh New Delhi,75,Dharampura NajafgarhNew Delhi,900,8330,3,0,4 BHK,Delhi,87.52
Not AvilableMeera Bagh Paschim ViharNew Delhi,1 BHK Flat for sale in Paschim Vihar New Delhi,42,Not AvilableMeera Bagh Paschim ViharNew Delhi,500,8400,2,0,1 BHK,Delhi,49.22
DDA LIG Flats,1 BHK Flat for sale in Sector 34 Rohini New Delhi,17,Sector 34 Rohini New Delhi,333,5250,1,0,1 BHK,Delhi,19.21
Sunrise Apartment,4 BHK Flat for sale in Sector 13 Rohini New Delhi,275,Sector 13 Rohini New Delhi,1500,18330,3,0,4 BHK,Delhi,317.35
Kanishka Apartments,2 BHK Flat for sale in Shalimar Bagh New Delhi,100,Shalimar Place Site Shalimar BaghNew Delhi,1100,9090,3,0,2 BHK,Delhi,110
DDA Karuna Kunj,4 BHK Flat for sale in Sewak Park New Delhi,210,Sewak Park New Delhi,2250,9330,4,1,4 BHK,Delhi,235.17
Vipin Garden Dwarka MorNew Delhi,2 BHK Flat for sale in Dwarka Mor New Delhi,28,Vipin Garden Dwarka MorNew Delhi,540,5180,2,1,2 BHK,Delhi,31.99
DDA FLATS MADANGIRSector 4 MadangirNew Delhi,1 BHK Flat for sale in Madangir New Delhi,20,DDA FLATS MADANGIRSector 4 MadangirNew Delhi,500,4000,2,0,1 BHK,Delhi,22.36
Bharthal New Delhi,1 RK Flat for sale in Bharthal New Delhi,21,Bharthal New Delhi,450,4670,2,0,1 RK,Delhi,24.23
Lajpatnagar Lajpat Nagar III Lajpat NagarNew Delhi,3 BHK Flat for sale in Lajpat Nagar New Delhi,205,Lajpatnagar Lajpat Nagar III Lajpat NagarNew Delhi,1500,13670,3,1,3 BHK,Delhi,244.01
Ayodhya EnclaveSector 16E Sector 16 RohiniNew Delhi,2 BHK Flat for sale in Sector 16 Rohini New Delhi,140,Ayodhya EnclaveSector 16E Sector 16 RohiniNew Delhi,950,14740,3,1,2 BHK,Delhi,161.07
Rajpur Khurd Village ChhattarpurNew Delhi,8 BHK Villa for sale in Chhattarpur New Delhi,900,Rajpur Khurd Village ChhattarpurNew Delhi,10000,9000,4,1,8 BHK,Delhi,1069.87
Gautam Nagar New Delhi,10 BHK Independent House for sale in Gautam Nagar New Delhi,650,Gautam Nagar New Delhi,5000,13000,5,1,10 BHK,Delhi,749.68
Platinum Enclave,2 BHK Flat for sale in Sector 18 Rohini New Delhi,140,Sector 18 Rohini New Delhi,900,15550,3,1,2 BHK,Delhi,162.66
Holi chawk Neb Sarai New Delhi,1 BHK Flat for sale in Neb Sarai New Delhi,14,Holi chawk Neb Sarai New Delhi,540,2690,2,0,1 BHK,Delhi,15.55
Jawahar Park KhanpurNew Delhi,3 BHK Flat for sale in Khanpur New Delhi,33,Jawahar Park KhanpurNew Delhi,900,3670,3,0,3 BHK,Delhi,37.78
Kashmere Gate New Delhi,1 BHK Independent House for sale in Kashmere Gate New Delhi,55,Kashmere Gate New Delhi,585,9400,2,1,1 BHK,Delhi,65.48
Radhika Apartment,1 BHK Flat for sale in Sector 14 Dwarka New Delhi,40,Sector 14 Dwarka New Delhi,550,7270,2,0,1 BHK,Delhi,46.84
Badarpur Village BadarpurNew Delhi,1 RK Flat for sale in Badarpur New Delhi,7,Badarpur Village BadarpurNew Delhi,300,2500,1,0,1 RK,Delhi,7.78
Radha NikunjMadhu Vihar New Delhi,2 BHK Flat for sale in Madhu Vihar New Delhi,36,Radha NikunjMadhu Vihar New Delhi,630,5710,2,1,2 BHK,Delhi,42.73
Tarun Vihar Apartments,3 BHK Flat for sale in Sector 13 Rohini New Delhi,180,Sector 13 Rohini New Delhi,1150,15650,3,0,3 BHK,Delhi,208.6
Ashirwad Apartment,3 BHK Flat for sale in Dwarka Mor New Delhi,65,Bhagwati Garden Dwarka MorNew Delhi,1114,5830,3,0,3 BHK,Delhi,71.67
Utsav ApartmentsSector 18 Rohini New Delhi,1 BHK Flat for sale in Sector 18 Rohini New Delhi,48,Utsav ApartmentsSector 18 Rohini New Delhi,452,10620,2,1,1 BHK,Delhi,54.14
Green Valley Homes,2 BHK Flat for sale in Dwarka Mor New Delhi,21,Dwarka Mor New Delhi,585,3590,2,0,2 BHK,Delhi,24.53
Signature Apartment madhu vihar bhrat vihar Madhu Vihar New Delhi,3 BHK Flat for sale in Madhu Vihar New Delhi,45,Signature Apartment madhu vihar bhrat vihar Madhu Vihar New Delhi,3000,1500,6,1,3 BHK,Delhi,53.09
Nangli Sakrawati New Delhi,2 BHK Independent House for sale in Nangli Sakrawati New Delhi,35,Nangli Sakrawati New Delhi,549,6380,2,1,2 BHK,Delhi,40.31
Bhagwati Garden Dwarka MorNew Delhi,2 BHK Flat for sale in Dwarka Mor New Delhi,25,Bhagwati Garden Dwarka MorNew Delhi,650,3850,2,1,2 BHK,Delhi,27.75
Shaheed Bhagat Singh Colony Karawal NagarNew Delhi,2 BHK Flat for sale in Karawal Nagar New Delhi,16,Shaheed Bhagat Singh Colony Karawal NagarNew Delhi,450,3560,2,1,2 BHK,Delhi,18.85
Park View Apartments,3 BHK Flat for sale in Sewak Park New Delhi,65,Sewak Park New Delhi,1300,5000,3,0,3 BHK,Delhi,73.49
DDA MIG Flat,2 BHK Flat for sale in Sector 15 Rohini New Delhi,90,Sector 15B Sector 15 RohiniNew Delhi,700,12860,2,0,2 BHK,Delhi,101.28
Shiv Vihar Karawal NagarNew Delhi,4 BHK Independent House for sale in Karawal Nagar New Delhi,80,Shiv Vihar Karawal NagarNew Delhi,1685,4750,3,1,4 BHK,Delhi,91.88
Group Lal Jyoti Apartments,2 BHK Flat for sale in Sector 9 Rohini New Delhi,170,Sector 9 Rohini New Delhi,1250,13600,3,1,2 BHK,Delhi,196.75
Classic Apartment,2 BHK Flat for sale in Sector 12 Dwarka New Delhi,175,Sector 12 Dwarka New Delhi,1625,10770,3,1,2 BHK,Delhi,200.8
IP Extension PatparganjNew Delhi,2 BHK Flat for sale in Patparganj New Delhi,82,IP Extension PatparganjNew Delhi,1050,7810,3,0,2 BHK,Delhi,95.03
Classic Apartment,2 BHK Flat for sale in Sector 12 Dwarka New Delhi,140,Sector 12 Dwarka New Delhi,1420,9860,3,1,2 BHK,Delhi,162.14
Classic Apartment,3 BHK Flat for sale in Sector 12 Dwarka New Delhi,215,Sector 12 Dwarka New Delhi,1850,11620,3,1,3 BHK,Delhi,236.81
Classic Apartment,4 BHK Flat for sale in Sector 12 Dwarka New Delhi,250,Sector 12 Dwarka New Delhi,2100,11900,4,1,4 BHK,Delhi,292.1
Classic Apartment,3 BHK Flat for sale in Sector 12 Dwarka New Delhi,210,Sector 12 Dwarka New Delhi,1850,11350,3,1,3 BHK,Delhi,241.93
Unix apartment Nai Basti MehrauliNew Delhi,3 BHK Flat for sale in Mehrauli New Delhi,60,Unix apartment Nai Basti MehrauliNew Delhi,1200,5000,3,0,3 BHK,Delhi,70.04
Kailash Colony Greater KailashNew Delhi,3 BHK Flat for sale in Greater Kailash New Delhi,300,Kailash Colony Greater KailashNew Delhi,2340,12820,4,1,3 BHK,Delhi,357.04
Classic Apartment,4 BHK Flat for sale in Sector 12 Dwarka New Delhi,310,Sector 12 Dwarka New Delhi,2650,11700,4,1,4 BHK,Delhi,357.68
Hira Apartment,2 BHK Flat for sale in Mehrauli New Delhi,26,Gandhi Colony MehrauliNew Delhi,1000,2600,3,1,2 BHK,Delhi,29.69
Classic Apartment,4 BHK Flat for sale in Sector 12 Dwarka New Delhi,250,Sector 12 Dwarka New Delhi,2100,11900,4,1,4 BHK,Delhi,298.16
Classic Apartment,3 BHK Flat for sale in Sector 12 Dwarka New Delhi,200,Sector 12 Dwarka New Delhi,1750,11430,3,1,3 BHK,Delhi,237.76
KG1 ApartmentBlock M VikaspuriNew Delhi,3 BHK Flat for sale in Vikaspuri New Delhi,155,KG1 ApartmentBlock M VikaspuriNew Delhi,1400,11070,3,0,3 BHK,Delhi,180.89
Gaytri appartment Bharat Vihar Madhu ViharNew Delhi,2 BHK Flat for sale in Madhu Vihar New Delhi,22,Gaytri appartment Bharat Vihar Madhu ViharNew Delhi,710,3100,2,1,2 BHK,Delhi,25.48
Radha NikunjMadhu Vihar New Delhi,3 BHK Flat for sale in Madhu Vihar New Delhi,62,Radha NikunjMadhu Vihar New Delhi,900,6890,3,1,3 BHK,Delhi,71.6
Radha NikunjMadhu Vihar New Delhi,3 BHK Flat for sale in Madhu Vihar New Delhi,62,Radha NikunjMadhu Vihar New Delhi,900,6890,3,0,3 BHK,Delhi,73.47
Classic Apartment,3 BHK Flat for sale in Sector 12 Dwarka New Delhi,210,Sector 12 Dwarka New Delhi,1850,11350,3,1,3 BHK,Delhi,235.12
LG ApartmentGhitorni New Delhi,1 BHK Flat for sale in Ghitorni New Delhi,15,LG ApartmentGhitorni New Delhi,450,3330,2,0,1 BHK,Delhi,16.72
Bharat Vandana Apartments,2 BHK Flat for sale in Sector 19 Dwarka New Delhi,100,Sector 19 Dwarka New Delhi,1400,7140,3,1,2 BHK,Delhi,114.95
Narela DDA Flats Vikas Association,3 BHK Flat for sale in Narela New Delhi,26,Narela Mandi NarelaNew Delhi,880,3020,3,0,3 BHK,Delhi,30.38
Sai Complex,1 BHK Flat for sale in Chhattarpur New Delhi,17,Chhattarpur Enclave Phase1 ChhattarpurNew Delhi,550,3090,2,0,1 BHK,Delhi,19.1
DelhiSector 25 Rohini New Delhi,3 BHK Flat for sale in Sector 25 Rohini New Delhi,65,DelhiSector 25 Rohini New Delhi,900,7220,3,0,3 BHK,Delhi,73.91
Block E Krishna NagarNew Delhi,2 BHK Independent House for sale in Krishna Nagar New Delhi,45,Block E Krishna NagarNew Delhi,1000,4500,3,1,2 BHK,Delhi,52.51
DDA Flats,3 BHK Flat for sale in Mayur Vihar Phase 1 New Delhi,130,Mayur Vihar Phase 1 Extension Mayur Vihar Phase 1New Delhi,1300,10000,3,0,3 BHK,Delhi,154.21
Classic Apartment,4 BHK Flat for sale in Sector 12 Dwarka New Delhi,250,Sector 12 Dwarka New Delhi,2100,11900,4,1,4 BHK,Delhi,287.24
Classic Apartment,4 BHK Flat for sale in Sector 12 Dwarka New Delhi,315,Sector 12 Dwarka New Delhi,2100,15000,4,1,4 BHK,Delhi,356.03
Chhattarpur Extension ChhattarpurNew Delhi,2 BHK Flat for sale in Chhattarpur New Delhi,40,Chhattarpur Extension ChhattarpurNew Delhi,1536,2600,3,1,2 BHK,Delhi,47.02
Classic Apartment,4 BHK Flat for sale in Sector 12 Dwarka New Delhi,310,Sector 12 Dwarka New Delhi,2650,11700,4,1,4 BHK,Delhi,357.59
Mahavir Enclave Part 1 Mahavir EnclaveNew Delhi,3 BHK Flat for sale in Mahavir Enclave New Delhi,48,Mahavir Enclave Part 1 Mahavir EnclaveNew Delhi,900,5330,3,1,3 BHK,Delhi,55.4
Heritage Tower,4 BHK Flat for sale in Sector 3 Dwarka New Delhi,155,Sector 3 Dwarka New Delhi,1500,10330,3,0,4 BHK,Delhi,179.85
Himgiri Enclave,2 BHK Flat for sale in Burari New Delhi,30,West Sant Nagar BurariNew Delhi,630,4760,2,0,2 BHK,Delhi,33.24
DDA Flats,2 BHK Flat for sale in Hari Nagar New Delhi,77,Hari Enclave Hari NagarNew Delhi,550,14000,2,0,2 BHK,Delhi,92.29
DLF Capital Greens DLE Industrial Area Kirti NagarNew Delhi,3 BHK Flat for sale in Kirti Nagar New Delhi,280,DLF Capital Greens DLE Industrial Area Kirti NagarNew Delhi,1650,16970,3,1,3 BHK,Delhi,327.22
Classic Apartment,3 BHK Flat for sale in Sector 12 Dwarka New Delhi,200,Sector 12 Dwarka New Delhi,1725,11590,3,1,3 BHK,Delhi,232.2
Not availableBlock F PatparganjNew Delhi,2 BHK Flat for sale in Patparganj New Delhi,33,Not availableBlock F PatparganjNew Delhi,600,5500,2,0,2 BHK,Delhi,37.35
Classic Apartment,3 BHK Flat for sale in Sector 12 Dwarka New Delhi,180,Sector 12 Dwarka New Delhi,1620,11110,3,1,3 BHK,Delhi,199.18
B-1115Vasant Kunj New Delhi,2 BHK Flat for sale in Vasant Kunj New Delhi,215,B-1115Vasant Kunj New Delhi,1240,17340,3,1,2 BHK,Delhi,255.86
kailash hills Garhi East Of KailashNew Delhi,3 BHK Flat for sale in East Of Kailash New Delhi,172,kailash hills Garhi East Of KailashNew Delhi,1200,14330,3,0,3 BHK,Delhi,199.74
Uttam nagar west Uttam NagarNew Delhi,2 BHK Independent House for sale in Uttam Nagar New Delhi,21,Uttam nagar west Uttam NagarNew Delhi,450,4670,2,1,2 BHK,Delhi,23.74
Mangalpuri I PalamNew Delhi,5 BHK Independent House for sale in Palam New Delhi,85,Mangalpuri I PalamNew Delhi,1350,6300,3,1,5 BHK,Delhi,98.86
E7 BUILDINGJamia Nagar New Delhi,3 BHK Flat for sale in Jamia Nagar New Delhi,70,E7 BUILDINGJamia Nagar New Delhi,900,7780,3,1,3 BHK,Delhi,78.5
New Seelampur ShahdaraNew Delhi,2 BHK Independent House for sale in Shahdara New Delhi,35,New Seelampur ShahdaraNew Delhi,405,8640,2,1,2 BHK,Delhi,40.95
AK Market VikaspuriNew Delhi,3 BHK Independent House for sale in Vikaspuri New Delhi,135,AK Market VikaspuriNew Delhi,1250,10800,3,0,3 BHK,Delhi,160.48
Classic ApartmentsSector 12 Dwarka New Delhi,5 BHK Flat for sale in Sector 12 Dwarka New Delhi,605,Classic ApartmentsSector 12 Dwarka New Delhi,4500,13440,5,1,5 BHK,Delhi,676.34
Block E Krishna NagarNew Delhi,2 BHK Flat for sale in Krishna Nagar New Delhi,45,Block E Krishna NagarNew Delhi,960,4690,3,1,2 BHK,Delhi,51.97
Builder Floor Hastsal Rajan Enclave HastsalNew Delhi,2 BHK Flat for sale in Hastsal New Delhi,26,Builder Floor Hastsal Rajan Enclave HastsalNew Delhi,600,4330,2,1,2 BHK,Delhi,28.96
RWA Chittaranjan Park Block B,3 BHK Flat for sale in Chittaranjan Park New Delhi,175,Block J Chittaranjan ParkNew Delhi,1250,14000,3,0,3 BHK,Delhi,195.06
SFS Flats Paschim Vihar,3 BHK Flat for sale in Paschim Vihar New Delhi,159,Block BG 1 Paschim ViharNew Delhi,1200,13250,3,1,3 BHK,Delhi,175.61
Ram Nagar ShahdaraNew Delhi,2 BHK Flat for sale in Shahdara New Delhi,22,Ram Nagar ShahdaraNew Delhi,895,2460,3,1,2 BHK,Delhi,25.38
Saraswati kunj Block F PatparganjNew Delhi,2 BHK Flat for sale in Patparganj New Delhi,105,Saraswati kunj Block F PatparganjNew Delhi,900,11670,3,0,2 BHK,Delhi,121.71
Block F Aya NagarNew Delhi,4 BHK Independent House for sale in Aya Nagar New Delhi,50,Block F Aya NagarNew Delhi,585,8550,2,0,4 BHK,Delhi,59.42
other propertyBasai Darapur Bali NagarNew Delhi,2 BHK Flat for sale in Bali Nagar New Delhi,55,other propertyBasai Darapur Bali NagarNew Delhi,675,8150,2,0,2 BHK,Delhi,60.69
Nayak Pura BijwasanNew Delhi,1 BHK Independent House for sale in Bijwasan New Delhi,17,Nayak Pura BijwasanNew Delhi,405,4200,2,0,1 BHK,Delhi,19.99
Uttam nagar west Uttam NagarNew Delhi,2 BHK Independent House for sale in Uttam Nagar New Delhi,30,Uttam nagar west Uttam NagarNew Delhi,810,3780,3,1,2 BHK,Delhi,34.34
Dreamz Home,1 BHK Flat for sale in Ghitorni New Delhi,15,Ghitorni New Delhi,327,4600,1,1,1 BHK,Delhi,16.86
builders eleganceBhogal JangpuraNew Delhi,2 BHK Flat for sale in Jangpura New Delhi,44,builders eleganceBhogal JangpuraNew Delhi,552,8020,2,1,2 BHK,Delhi,49.89
tilaknagarBlock 22 Tilak NagarNew Delhi,2 BHK Flat for sale in Tilak Nagar New Delhi,75,tilaknagarBlock 22 Tilak NagarNew Delhi,1200,6250,3,1,2 BHK,Delhi,87.23
Mangalpuri I PalamNew Delhi,1 BHK Flat for sale in Palam New Delhi,24,Mangalpuri I PalamNew Delhi,1000,2400,3,0,1 BHK,Delhi,28.31
Sector 14 Dwarka New Delhi,2 BHK Flat for sale in Sector 14 Dwarka New Delhi,22,Sector 14 Dwarka New Delhi,675,3330,2,0,2 BHK,Delhi,26.17
Radha Vihar MukundpurNew Delhi,4 BHK Villa for sale in Mukundpur New Delhi,30,Radha Vihar MukundpurNew Delhi,900,3330,3,0,4 BHK,Delhi,33.55
Pratap Nagar Maya Enclave Hari NagarNew Delhi,3 BHK Flat for sale in Hari Nagar New Delhi,135,Pratap Nagar Maya Enclave Hari NagarNew Delhi,1361,9920,3,1,3 BHK,Delhi,151.43
Surya Vihar DeenpurNew Delhi,3 BHK Independent House for sale in Deenpur New Delhi,48,Surya Vihar DeenpurNew Delhi,650,7380,2,1,3 BHK,Delhi,53.87
Sadatpur Extension Karawal NagarNew Delhi,1 RK Independent House for sale in Karawal Nagar New Delhi,60,Sadatpur Extension Karawal NagarNew Delhi,747,8030,2,1,1 RK,Delhi,67.32
Dharampura NajafgarhNew Delhi,2 BHK Independent House for sale in Najafgarh New Delhi,85,Dharampura NajafgarhNew Delhi,747,11380,2,1,2 BHK,Delhi,94.06
Burari Garhi BurariNew Delhi,2 BHK Independent House for sale in Burari New Delhi,18,Burari Garhi BurariNew Delhi,450,4000,2,1,2 BHK,Delhi,20.95
Ekta Gardens,3 BHK Flat for sale in Patparganj New Delhi,140,IP Extension PatparganjNew Delhi,1200,11670,3,1,3 BHK,Delhi,162.04
MIG DDA Flats RohiniSector 18B Sector 15 RohiniNew Delhi,2 BHK Flat for sale in Sector 15 Rohini New Delhi,90,MIG DDA Flats RohiniSector 18B Sector 15 RohiniNew Delhi,800,11250,2,1,2 BHK,Delhi,99.45
Khadda Colony JaitpurNew Delhi,3 BHK Independent House for sale in Jaitpur New Delhi,15,Khadda Colony JaitpurNew Delhi,252,6150,1,0,3 BHK,Delhi,16.69
Narela DDA Flats Vikas Association,3 BHK Flat for sale in Narela New Delhi,27,Narela Mandi NarelaNew Delhi,850,3180,3,1,3 BHK,Delhi,30.58
Devli Apartments,2 BHK Flat for sale in Sangam Vihar New Delhi,25,Devli Sangam ViharNew Delhi,650,3920,2,1,2 BHK,Delhi,29.1
Jasola New Delhi,3 BHK Flat for sale in Jasola New Delhi,85,Jasola New Delhi,1345,6320,3,0,3 BHK,Delhi,98.87
Chirag Dilli New Delhi,3 BHK Independent House for sale in Chirag Dilli New Delhi,19,Chirag Dilli New Delhi,2000,950000,1,1,3 BHK,Delhi,21
Amar Colony Lajpat NagarNew Delhi,2 BHK Independent House for sale in Lajpat Nagar New Delhi,160,Amar Colony Lajpat NagarNew Delhi,900,17780,3,1,2 BHK,Delhi,178.32
PrakashGarhi East Of KailashNew Delhi,1 BHK Flat for sale in East Of Kailash New Delhi,38,PrakashGarhi East Of KailashNew Delhi,450,8440,2,1,1 BHK,Delhi,44.09
Himgiri Apartments,3 BHK Flat for sale in Vikaspuri New Delhi,200,Manohar Nagar VikaspuriNew Delhi,1500,13330,3,0,3 BHK,Delhi,228.13
Navjeevan Vihar Malviya NagarNew Delhi,8 BHK Independent House for sale in Malviya Nagar New Delhi,2000,Navjeevan Vihar Malviya NagarNew Delhi,11421,17510,6,1,8 BHK,Delhi,2399.33
Block C 4 JahangirpuriNew Delhi,2 BHK Flat for sale in Jahangirpuri New Delhi,58,Block C 4 JahangirpuriNew Delhi,900,6440,3,1,2 BHK,Delhi,66.61
Pocket F Mayur Vihar IINew Delhi,2 BHK Flat for sale in Mayur Vihar II New Delhi,75,Pocket F Mayur Vihar IINew Delhi,1026,7310,3,1,2 BHK,Delhi,83.28
Burari Garhi BurariNew Delhi,4 BHK Independent House for sale in Burari New Delhi,47,Burari Garhi BurariNew Delhi,1550,3030,3,0,4 BHK,Delhi,52.89
Pandav Nagar New Delhi,3 BHK Flat for sale in Pandav Nagar New Delhi,50,Pandav Nagar New Delhi,800,6250,2,0,3 BHK,Delhi,59.5
Saroop Nagar BhalswaNew Delhi,1 BHK Independent House for sale in Bhalswa New Delhi,9,Saroop Nagar BhalswaNew Delhi,225,4360,1,1,1 BHK,Delhi,10.64
Indira Enclave,4 BHK Flat for sale in Neb Sarai New Delhi,80,Indra Enclave Neb SaraiNew Delhi,1800,4440,3,1,4 BHK,Delhi,90.09
Kala Kunj Apartments,2 BHK Flat for sale in Shalimar Bagh New Delhi,215,Poorvi Shalimar Bagh Shalimar BaghNew Delhi,1100,19550,3,1,2 BHK,Delhi,240.66
Ghonda Patti ShahdaraNew Delhi,3 BHK Independent House for sale in Shahdara New Delhi,49,Ghonda Patti ShahdaraNew Delhi,405,12100,2,0,3 BHK,Delhi,55.72
Vidya ApartmentsRBI colony Paschim ViharNew Delhi,3 BHK Flat for sale in Paschim Vihar New Delhi,110,Vidya ApartmentsRBI colony Paschim ViharNew Delhi,871,12630,3,0,3 BHK,Delhi,131.31
RWA Shukkar Bazar,3 BHK Independent House for sale in Bindapur New Delhi,25,Uttam Nagar BindapurNew Delhi,360,7080,1,0,3 BHK,Delhi,27.56
Vasant Enclave,3 BHK Flat for sale in Vasant Vihar New Delhi,330,Vasant Vihar New Delhi,1940,17010,3,1,3 BHK,Delhi,375.35
shyam viharSector 12 Dwarka New Delhi,3 BHK Independent House for sale in Sector 12 Dwarka New Delhi,90,shyam viharSector 12 Dwarka New Delhi,1050,8570,3,0,3 BHK,Delhi,103.35
shivaji enclave Block E Rajouri GardenNew Delhi,1 BHK Flat for sale in Rajouri Garden New Delhi,26,shivaji enclave Block E Rajouri GardenNew Delhi,271,9780,1,1,1 BHK,Delhi,29.21
Ganga Vihar GokalpurNew Delhi,4 BHK Independent House for sale in Gokalpur New Delhi,66,Ganga Vihar GokalpurNew Delhi,534,12360,2,1,4 BHK,Delhi,75.23
Sewak Park New Delhi,2 BHK Independent House for sale in Sewak Park New Delhi,52,Sewak Park New Delhi,900,5780,3,1,2 BHK,Delhi,58.84
Sewak Park New Delhi,3 BHK Independent House for sale in Sewak Park New Delhi,80,Sewak Park New Delhi,2050,3900,4,1,3 BHK,Delhi,91.87
Pocket R Taharpur Village Dilshad GardenNew Delhi,2 BHK Flat for sale in Dilshad Garden New Delhi,53,Pocket R Taharpur Village Dilshad GardenNew Delhi,700,7700,2,0,2 BHK,Delhi,59.23
A5 Dda Janta Flat,2 BHK Flat for sale in Paschim Vihar New Delhi,35,A5 Block Paschim ViharNew Delhi,400,8750,2,0,2 BHK,Delhi,40.42
