Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City
Joyram AppartmentAmarabati SodepurKolkata,2 BHK Flat for sale in Sodepur Kolkata,22,Joyram AppartmentAmarabati SodepurKolkata,665,3310,2,1,2 BHK,Kolkata
Mayfair Greens,3 BHK Flat for sale in Narendrapur Kolkata,55,Ramchandrapur NarendrapurKolkata,1400,3930,3,1,3 BHK,Kolkata
Mangalam Park,2 BHK Flat for sale in Behala Kolkata,49,Panchanan Tala BehalaKolkata,1000,4950,3,0,2 BHK,Kolkata
Kohinoor Apartment,2 BHK Flat for sale in South Dum Dum Kolkata,20,Bandhabnagar South Dum DumKolkata,700,2970,2,0,2 BHK,Kolkata
Siddha Galaxia Phase 2Jagatpur BaguiatiKolkata,2 BHK Flat for sale in Baguiati Kolkata,70,Siddha Galaxia Phase 2Jagatpur BaguiatiKolkata,1040,6730,3,0,2 BHK,Kolkata
Dutta Bagan PaikparaKolkata,2 BHK Flat for sale in Paikpara Kolkata,32,Dutta Bagan PaikparaKolkata,595,5380,2,1,2 BHK,Kolkata
Nivedita Apartment,2 BHK Flat for sale in Garia Kolkata,23,Fartabad GariaKolkata,720,3190,2,1,2 BHK,Kolkata
Deeshari Megacity,3 BHK Flat for sale in Rajpur Kolkata,40,Chowhati Battola Bazar RajpurKolkata,1156,3460,3,1,3 BHK,Kolkata
Fartabad GariaKolkata,2 BHK Flat for sale in Garia Kolkata,50,Fartabad GariaKolkata,1135,4410,3,1,2 BHK,Kolkata
Srishti Apartment,2 BHK Flat for sale in Thakurpukur Kolkata,35,Greater Bakul Bithi ThakurpukurKolkata,850,4120,3,0,2 BHK,Kolkata
Kendriya Vihar Phase 2,3 BHK Flat for sale in Birati Kolkata,75,Khalisha Kota BiratiKolkata,1458,5140,3,0,3 BHK,Kolkata
Shova ApartmentsMadhyamgram Kolkata,3 BHK Flat for sale in Madhyamgram Kolkata,56,Shova ApartmentsMadhyamgram Kolkata,1850,3030,3,1,3 BHK,Kolkata
SKYLARK 3Jaiprakash Nagar KhardahKolkata,2 BHK Flat for sale in Khardah Kolkata,33,SKYLARK 3Jaiprakash Nagar KhardahKolkata,840,3930,3,0,2 BHK,Kolkata
Kendriya vihar phase 2 KolkataKhalisha Kota BiratiKolkata,3 BHK Flat for sale in Birati Kolkata,76,Kendriya vihar phase 2 KolkataKhalisha Kota BiratiKolkata,1458,5210,3,1,3 BHK,Kolkata
Shangrila Apartment,3 BHK Flat for sale in Ballygunge Kolkata,225,Lake Terrace BallygungeKolkata,1640,13720,3,1,3 BHK,Kolkata
Rupayan Su Casa Wood,3 BHK Flat for sale in Narendrapur Kolkata,45,Dakshin Jagatdal NarendrapurKolkata,1012,4450,3,0,3 BHK,Kolkata
Moddak Aishani Apartment,3 BHK Flat for sale in Garia Kolkata,48,Baliya GariaKolkata,956,5020,3,1,3 BHK,Kolkata
Nataraj 2Fartabad GariaKolkata,3 BHK Flat for sale in Garia Kolkata,40,Nataraj 2Fartabad GariaKolkata,1111,3600,3,0,3 BHK,Kolkata
Deeshari Megacity,3 BHK Flat for sale in Sonarpur Kolkata,50,Sonarpur Kolkata,1211,4130,3,1,3 BHK,Kolkata
Parsrampuria Mohan Tower,3 BHK Flat for sale in Beliaghata Kolkata,130,Kulia BeliaghataKolkata,1500,8670,3,1,3 BHK,Kolkata
Hiland Greens,2 BHK Flat for sale in Mahheshtala Kolkata,30,Pal Para MahheshtalaKolkata,712,4210,2,1,2 BHK,Kolkata
Action Area I New TownKolkata,3 BHK Flat for sale in New Town Kolkata,85,Action Area I New TownKolkata,1500,5670,3,0,3 BHK,Kolkata
Indraprastha Complex,2 BHK Flat for sale in Kaikhali Kolkata,39,Arjunpur KaikhaliKolkata,915,4260,3,0,2 BHK,Kolkata
Amit Realty and Shree RSH Group The Ecos,3 BHK Flat for sale in New Town Kolkata,130,New Town Kolkata,1100,11820,3,1,3 BHK,Kolkata
building behalaSikdar Para BehalaKolkata,2 BHK Flat for sale in Behala Kolkata,45,building behalaSikdar Para BehalaKolkata,800,5630,4,0,2 BHK,Kolkata
SwapnamanjilAdipally SantoshpurKolkata,2 BHK Flat for sale in Santoshpur Kolkata,32,SwapnamanjilAdipally SantoshpurKolkata,970,3300,3,0,2 BHK,Kolkata
Rajwada Grand,3 BHK Flat for sale in Narendrapur Kolkata,63,Narendrapur Kolkata,1530,4120,3,1,3 BHK,Kolkata
Ashakiran Apartments,3 BHK Flat for sale in Keshtopur Kolkata,63,UDAYAN PALLY KeshtopurKolkata,1350,4700,3,0,3 BHK,Kolkata
ShivamBiswanath Colony SinthiKolkata,2 BHK Flat for sale in Sinthi Kolkata,45,ShivamBiswanath Colony SinthiKolkata,1000,4500,3,0,2 BHK,Kolkata
Rajwada Grand,3 BHK Flat for sale in Narendrapur Kolkata,63,Narendrapur Kolkata,1530,4120,3,1,3 BHK,Kolkata
Bratachari Gram JokaKolkata,3 BHK Flat for sale in Joka Kolkata,50,Bratachari Gram JokaKolkata,1200,4170,3,1,3 BHK,Kolkata
Chowhati RajpurKolkata,1 BHK Flat for sale in Rajpur Kolkata,17,Chowhati RajpurKolkata,600,2830,2,0,1 BHK,Kolkata
Rajendra Prasad Colony TollygungeKolkata,3 BHK Flat for sale in Tollygunge Kolkata,90,Rajendra Prasad Colony TollygungeKolkata,1360,6620,3,1,3 BHK,Kolkata
TIRUPATI VILLA,2 BHK Flat for sale in Garia Kolkata,36,Fartabad GariaKolkata,802,4490,3,0,2 BHK,Kolkata
APC ROAD ABASANFariapukur ShyambazarKolkata,3 BHK Flat for sale in Shyambazar Kolkata,125,APC ROAD ABASANFariapukur ShyambazarKolkata,1550,8060,3,0,3 BHK,Kolkata
PromoterVerner Lane BelghoriaKolkata,2 BHK Flat for sale in Belghoria Kolkata,45,PromoterVerner Lane BelghoriaKolkata,930,4840,3,0,2 BHK,Kolkata
Realtech Nirman The Signature,2 BHK Flat for sale in Rajarhat Kolkata,54,Rajarhat Kolkata,864,6250,3,0,2 BHK,Kolkata
Arunima Apartment,2 BHK Flat for sale in Sodepur Kolkata,38,Amarabati SodepurKolkata,960,3960,3,0,2 BHK,Kolkata
Deeshari Megacity,3 BHK Flat for sale in Rajpur Kolkata,40,Chowhati Battola Bazar RajpurKolkata,1140,3510,3,1,3 BHK,Kolkata
Capricorn Jewels,3 BHK Flat for sale in New Alipore Kolkata,100,Sahapur New AliporeKolkata,1575,6350,3,0,3 BHK,Kolkata
Bishalakshmi Devi Apartment,3 BHK Flat for sale in Keshtopur Kolkata,47,Krishnapur KeshtopurKolkata,934,5030,3,0,3 BHK,Kolkata
Sapnil Residency,3 BHK Flat for sale in Baranagar Kolkata,58,Palpara BaranagarKolkata,1200,4830,3,0,3 BHK,Kolkata
Gopal Apartment,2 BHK Flat for sale in Santoshpur Kolkata,41,Purba Diganta SantoshpurKolkata,1467,2790,3,1,2 BHK,Kolkata
Chhayaneer ApartmentsGolf Gardens TollygungeKolkata,2 BHK Flat for sale in Tollygunge Kolkata,55,Chhayaneer ApartmentsGolf Gardens TollygungeKolkata,854,6440,3,1,2 BHK,Kolkata
Merlin Niket,2 BHK Flat for sale in Tollygunge Kolkata,48,Rajendra Prasad Colony TollygungeKolkata,914,5250,3,1,2 BHK,Kolkata
Rudra Apartment,2 BH Flat for sale in Paschim Barisha Kolkata,30,Malir Bagan Paschim BarishaKolkata,840,3600,3,0,,Kolkata
Barun Tower,2 BHK Flat for sale in Rahara Kolkata,32,Chowdhary Para RaharaKolkata,1100,2910,3,1,2 BHK,Kolkata
Merlin Maximus,2 BHK Flat for sale in Sodepur Kolkata,60,Amarabati SodepurKolkata,840,7140,3,1,2 BHK,Kolkata
Airport City PhaseAirport Area Barrackpore BarrackporeKolkata,3 BHK Flat for sale in Barrackpore Kolkata,76,Airport City PhaseAirport Area Barrackpore BarrackporeKolkata,1220,6230,3,1,3 BHK,Kolkata
White MeadowsChowhati RajpurKolkata,3 BHK Flat for sale in Rajpur Kolkata,39,White MeadowsChowhati RajpurKolkata,600,6500,2,1,3 BHK,Kolkata
Griham Appartment Baghbazar Kolkata,2 BHK Flat for sale in Baghbazar Kolkata,75,Griham Appartment Baghbazar Kolkata,1145,6550,3,0,2 BHK,Kolkata
Eden Richmond Enclave,2 BHK Flat for sale in Malancha Mahi Nagar Kolkata,45,Kodalla Malancha Mahi NagarKolkata,834,5390,3,0,2 BHK,Kolkata
Nirmala Apartment,2 BHK Flat for sale in Santoshpur Kolkata,35,Modern Park SantoshpurKolkata,800,4380,1,1,2 BHK,Kolkata
Vinayak Apartment,3 BHK Flat for sale in Tala Kolkata,150,MIG Housing TalaKolkata,1225,12240,3,0,3 BHK,Kolkata
UrbanaMetropoliton TangraKolkata,4 BHK Flat for sale in Tangra Kolkata,500,UrbanaMetropoliton TangraKolkata,3528,14170,2,1,4 BHK,Kolkata
Ommoy Housing Complex,3 BHK Flat for sale in Keshtopur Kolkata,70,Hana Para KeshtopurKolkata,1225,5710,3,0,3 BHK,Kolkata
Purbasan ThakurpukurKolkata,2 BHK Flat for sale in Thakurpukur Kolkata,43,Purbasan ThakurpukurKolkata,894,4840,3,1,2 BHK,Kolkata
Magnolia Grand,2 BHK Flat for sale in Baguiati Kolkata,48,Jagatpur BaguiatiKolkata,844,5690,3,0,2 BHK,Kolkata
Panchadeep Purbachal HaltuKolkata,2 BHK Flat for sale in Haltu Kolkata,43,Panchadeep Purbachal HaltuKolkata,800,5380,6,0,2 BHK,Kolkata
Kalikapur Kolkata,2 BHK Flat for sale in Kalikapur Kolkata,40,Kalikapur Kolkata,650,6150,2,1,2 BHK,Kolkata
Shivam ApptMadhyamgram Kolkata,2 BHK Flat for sale in Madhyamgram Kolkata,50,Shivam ApptMadhyamgram Kolkata,993,5040,3,1,2 BHK,Kolkata
Building at Jidhpur parkJodhpur Park Kolkata,3 BHK Flat for sale in Jodhpur Park Kolkata,120,Building at Jidhpur parkJodhpur Park Kolkata,1200,10000,3,0,3 BHK,Kolkata
Sukhpally HaltuKolkata,2 BHK Flat for sale in Haltu Kolkata,38,Sukhpally HaltuKolkata,724,5320,2,1,2 BHK,Kolkata
Diamond City West,2 BHK Flat for sale in Sarsuna Kolkata,55,Diamond City West SarsunaKolkata,980,5610,3,1,2 BHK,Kolkata
Krishna ResidencyHana Para KeshtopurKolkata,3 BHK Flat for sale in Keshtopur Kolkata,60,Krishna ResidencyHana Para KeshtopurKolkata,1400,4290,3,0,3 BHK,Kolkata
Amit Realty and Shree RSH Group The Ecos,3 BHK Flat for sale in New Town Kolkata,175,New Town Kolkata,1377,12710,3,1,3 BHK,Kolkata
Annapurna Apartment,6 BHK Flat for sale in Baguiati Kolkata,155,Desh Bandhu Nagar BaguiatiKolkata,2625,5900,4,1,6 BHK,Kolkata
Shailesh Apartment,2 BHK Flat for sale in Kalighat Kolkata,110,Kalighat Kolkata,1134,9700,3,0,2 BHK,Kolkata
PS JivaKankurgachi Kolkata,4 RK Flat for sale in Kankurgachi Kolkata,240,PS JivaKankurgachi Kolkata,1490,16110,3,1,4 RK,Kolkata
Srijan Jubilee Park,2 BHK Flat for sale in Tollygunge Kolkata,65,Tollygunge Emergency Police Housing Estate TollygungeKolkata,900,7220,3,1,2 BHK,Kolkata
Jeet Sunshine Phase III,3 BHK Flat for sale in Mukundapur Kolkata,95,Mukundapur Kolkata,1107,8580,3,0,3 BHK,Kolkata
SocityNatunpara BaruipurKolkata,2 BHK Flat for sale in Baruipur Kolkata,20,SocityNatunpara BaruipurKolkata,650,3080,2,0,2 BHK,Kolkata
Bangur Lake TownKolkata,3 BHK Flat for sale in Lake Town Kolkata,100,Bangur Lake TownKolkata,1680,5950,3,1,3 BHK,Kolkata
Roopsaga AppartmentNaskar Bagan South Dum DumKolkata,1 BHK Flat for sale in South Dum Dum Kolkata,17,Roopsaga AppartmentNaskar Bagan South Dum DumKolkata,580,2930,2,1,1 BHK,Kolkata
Tarulata apartment Dum Dum Park Kolkata,3 BHK Flat for sale in Dum Dum Park Kolkata,82,Tarulata apartment Dum Dum Park Kolkata,1200,6830,3,1,3 BHK,Kolkata
Bluechip Rajtilak,2 BHK Flat for sale in Rajarhat Kolkata,39,Gopalpur Gram RajarhatKolkata,945,4200,3,0,2 BHK,Kolkata
Bengal DCL UttaraNew Town Kolkata,2 BHK Flat for sale in New Town Kolkata,70,Bengal DCL UttaraNew Town Kolkata,850,8230,3,0,2 BHK,Kolkata
Siddha Town,2 BHK Flat for sale in Rajarhat Kolkata,60,Gopalpur Gram RajarhatKolkata,1172,5120,3,0,2 BHK,Kolkata
Kamalgazi Kolkata,2 BHK Flat for sale in Kamalgazi Kolkata,25,Kamalgazi Kolkata,690,3620,2,1,2 BHK,Kolkata
Adya Exotica Heights,3 BHK Flat for sale in Garia Kolkata,75,Anandapally GariaKolkata,1213,6180,3,1,3 BHK,Kolkata
mayukh appartmentKamardanga Kolkata,3 BHK Flat for sale in Kamardanga Kolkata,75,mayukh appartmentKamardanga Kolkata,1000,7500,3,1,3 BHK,Kolkata
mayukh appartmentKamardanga Kolkata,2 BHK Flat for sale in Kamardanga Kolkata,40,mayukh appartmentKamardanga Kolkata,800,5000,2,1,2 BHK,Kolkata
Greens Lahiri by Greens Santoshpur,2 BHK Flat for sale in Santoshpur Kolkata,38,Rani Rashmoni Bagan SantoshpurKolkata,900,4220,3,0,2 BHK,Kolkata
Space ParadiseArjunpur KaikhaliKolkata,2 BHK Flat for sale in Kaikhali Kolkata,65,Space ParadiseArjunpur KaikhaliKolkata,1406,4620,3,0,2 BHK,Kolkata
Deeshari Orchid,2 BHK Flat for sale in Harinavi Kolkata,40,Paschatya Para HarinaviKolkata,989,4040,3,0,2 BHK,Kolkata
GPS Meena Aurum,2 BHK Flat for sale in Rajarhat Kolkata,44,Hatiara RajarhatKolkata,973,4520,3,1,2 BHK,Kolkata
Tirupati Paradise,3 BHK Flat for sale in Rajpur Kolkata,50,Chowhati Battola Bazar RajpurKolkata,1189,4210,3,0,3 BHK,Kolkata
Mayfair Greenwoods,3 BHK Flat for sale in Narendrapur Kolkata,38,Ramchandrapur NarendrapurKolkata,980,3880,3,0,3 BHK,Kolkata
Poddar Radha Krishna Kunj,2 BHK Flat for sale in Rajarhat Kolkata,33,Gopalpur Gram RajarhatKolkata,1124,2940,3,1,2 BHK,Kolkata
Basundhara Abasan,3 BHK Flat for sale in South Dum Dum Kolkata,80,Bandhabnagar South Dum DumKolkata,1100,7270,3,1,3 BHK,Kolkata
Arihant Arihant Garden,2 BHK Flat for sale in Chotto Chandpur Kolkata,45,Jagadishpur Chotto ChandpurKolkata,975,4620,3,0,2 BHK,Kolkata
Dream Residency,2 BHK Flat for sale in Rajarhat Kolkata,45,Rajarhat Kolkata,930,4840,3,1,2 BHK,Kolkata
Tirupati Paradise,3 BHK Flat for sale in Rajpur Kolkata,41,Chowhati Battola Bazar RajpurKolkata,1194,3430,3,0,3 BHK,Kolkata
PS Sherwood Estate,2 BHK Flat for sale in Narendrapur Kolkata,54,Ramchandrapur NarendrapurKolkata,900,6000,3,1,2 BHK,Kolkata
Shreebhumi Lake TownKolkata,6 BHK Villa for sale in Lake Town Kolkata,250,Shreebhumi Lake TownKolkata,1200,20830,3,1,6 BHK,Kolkata
Smart HomesJagatpur BaguiatiKolkata,3 BHK Flat for sale in Baguiati Kolkata,65,Smart HomesJagatpur BaguiatiKolkata,1300,5000,3,0,3 BHK,Kolkata
appertment Sikdar Para BehalaKolkata,2 BHK Flat for sale in Behala Kolkata,45,appertment Sikdar Para BehalaKolkata,900,5000,3,1,2 BHK,Kolkata
Tranquil Tranquil Regency,1 BHK Flat for sale in Mukundapur Kolkata,20,Chit Kalikapur MukundapurKolkata,357,5600,1,1,1 BHK,Kolkata
Subhasgram Kolkata,2 BHK Flat for sale in Subhasgram Kolkata,30,Subhasgram Kolkata,775,3870,2,0,2 BHK,Kolkata
Sugam Sudhir,3 BHK Flat for sale in Garia Kolkata,100,Mahamaya Tala GariaKolkata,1360,7350,3,0,3 BHK,Kolkata
Goldwin Sharnam,2 BHK Flat for sale in Kaikhali Kolkata,39,Kaikhali Kolkata,964,4110,3,0,2 BHK,Kolkata
Golf Green Urban Complex,3 BHK Flat for sale in Golf Green Kolkata,75,Golf Green Kolkata,1100,6820,3,0,3 BHK,Kolkata
Ashribad Apartment Ramkrishnanagar NabapallyKolkata,2 BHK Flat for sale in Nabapally Kolkata,56,Ashribad Apartment Ramkrishnanagar NabapallyKolkata,750,7470,2,0,2 BHK,Kolkata
Green ValleyArjunpur KaikhaliKolkata,2 BHK Flat for sale in Kaikhali Kolkata,52,Green ValleyArjunpur KaikhaliKolkata,1196,4350,3,0,2 BHK,Kolkata
Anupama Housing Complex,2 BHK Flat for sale in Kaikhali Kolkata,63,Nazrul Islam Avenue KaikhaliKolkata,1346,4700,3,0,2 BHK,Kolkata
Mayfair Greenwoods,3 BHK Flat for sale in Malancha Mahi Nagar Kolkata,52,Kodalla Malancha Mahi NagarKolkata,1020,5100,3,1,3 BHK,Kolkata
PS  White MeadowsChowhati RajpurKolkata,2 BHK Flat for sale in Rajpur Kolkata,32,PS  White MeadowsChowhati RajpurKolkata,760,4210,2,0,2 BHK,Kolkata
GITANJALI,2 BHK Flat for sale in New Alipore Kolkata,60,Sahapur New AliporeKolkata,1034,5800,3,1,2 BHK,Kolkata
Eden Richmond Park,2 BHK Flat for sale in Malancha Mahi Nagar Kolkata,43,Kodalla Malancha Mahi NagarKolkata,871,4940,3,1,2 BHK,Kolkata
Sonarpur Kolkata,2 BHK Flat for sale in Sonarpur Kolkata,35,Sonarpur Kolkata,805,4350,3,0,2 BHK,Kolkata
PS  Jiva HomesKankurgachi Kolkata,3 BHK Flat for sale in Kankurgachi Kolkata,165,PS  Jiva HomesKankurgachi Kolkata,1600,10310,3,0,3 BHK,Kolkata
Ganguly 4 Sight 36,2 BHK Flat for sale in Panchpota Kolkata,46,Srinagar PanchpotaKolkata,990,4650,3,1,2 BHK,Kolkata
Larica Township,3 BHK Flat for sale in Barasat Kolkata,25,Barasat Kolkata,1147,2180,3,0,3 BHK,Kolkata
Fortune SquareJagatpur BaguiatiKolkata,3 BHK Flat for sale in Baguiati Kolkata,75,Fortune SquareJagatpur BaguiatiKolkata,1344,5580,3,0,3 BHK,Kolkata
Space Aurum,3 BHK Flat for sale in Ariadaha Kolkata,85,SP Paul Pally AriadahaKolkata,1303,6520,3,0,3 BHK,Kolkata
Chowhati RajpurKolkata,1 BHK Flat for sale in Rajpur Kolkata,16,Chowhati RajpurKolkata,468,3420,2,0,1 BHK,Kolkata
Emboss aaloy HarinaviKolkata,2 BHK Flat for sale in Harinavi Kolkata,34,Emboss aaloy HarinaviKolkata,867,3920,3,0,2 BHK,Kolkata
Kalpana apartment subhasgramSubhasgram Kolkata,2 BHK Flat for sale in Subhasgram Kolkata,30,Kalpana apartment subhasgramSubhasgram Kolkata,850,3530,3,1,2 BHK,Kolkata
Mononeer ApartmentSouth Purbachal HaltuKolkata,2 BHK Flat for sale in Haltu Kolkata,46,Mononeer ApartmentSouth Purbachal HaltuKolkata,876,5250,3,1,2 BHK,Kolkata
Kamal chaya complex Beharapara BaruipurKolkata,3 BHK Flat for sale in Baruipur Kolkata,42,Kamal chaya complex Beharapara BaruipurKolkata,1000,4200,3,1,3 BHK,Kolkata
The Vedic VillageJagatpur BaguiatiKolkata,3 BHK Flat for sale in Baguiati Kolkata,72,The Vedic VillageJagatpur BaguiatiKolkata,1400,5140,3,1,3 BHK,Kolkata
Siddha WaterfrontKulinpara KhardahKolkata,3 BHK Flat for sale in Khardah Kolkata,42,Siddha WaterfrontKulinpara KhardahKolkata,1170,3590,3,1,3 BHK,Kolkata
Rupayan Su Casa Towers,2 BHK Flat for sale in Dum Dum Kolkata,50,Rajbari Dum DumKolkata,1090,4590,3,0,2 BHK,Kolkata
Magnolia Vardaan,3 BHK Flat for sale in Basina Kolkata,46,Basina Kolkata,1143,4020,3,1,3 BHK,Kolkata
High Land Green Apartment,3 BHK Flat for sale in Taratala Kolkata,90,CPT Colony TaratalaKolkata,1080,8330,3,0,3 BHK,Kolkata
High Land Green Apartment,3 BHK Flat for sale in Taratala Kolkata,90,CPT Colony TaratalaKolkata,1080,8330,3,1,3 BHK,Kolkata
High Land Green Apartment,3 BHK Flat for sale in Taratala Kolkata,98,CPT Colony TaratalaKolkata,1080,9070,3,1,3 BHK,Kolkata
Natural City,4 BHK Flat for sale in South Dum Dum Kolkata,145,Satgachi South Dum DumKolkata,2284,6350,4,1,4 BHK,Kolkata
Rishi Ecoview,3 BHK Flat for sale in Deshbandhu Nagar Kolkata,106,Deshbandhu Nagar Kolkata,1733,6090,3,1,3 BHK,Kolkata
Teghoria Kolkata,3 BHK Flat for sale in Teghoria Kolkata,75,Teghoria Kolkata,1500,5000,3,0,3 BHK,Kolkata
SOHAM ApartmentRani Rashmoni Bagan SantoshpurKolkata,1 BHK Flat for sale in Santoshpur Kolkata,20,SOHAM ApartmentRani Rashmoni Bagan SantoshpurKolkata,425,4710,2,1,1 BHK,Kolkata
Prantik Apartment,2 BHK Flat for sale in Lake Town Kolkata,24,Block A Lake TownKolkata,745,3220,2,1,2 BHK,Kolkata
SonarprKrishnapur KeshtopurKolkata,3 BHK Flat for sale in Keshtopur Kolkata,32,SonarprKrishnapur KeshtopurKolkata,1022,3130,3,1,3 BHK,Kolkata
Atri Green Residency,3 BHK Flat for sale in Harinavi Kolkata,35,Harinavi Kolkata,1125,3110,3,0,3 BHK,Kolkata
bhumi apartment,2 BHK Flat for sale in Keshtopur Kolkata,26,Ghosh Para KeshtopurKolkata,820,3170,3,0,2 BHK,Kolkata
Greater Bakul Bithi ThakurpukurKolkata,6 BHK Independent House for sale in Thakurpukur Kolkata,92,Greater Bakul Bithi ThakurpukurKolkata,1500,6130,3,1,6 BHK,Kolkata
Golf Green Urban Complex,3 BHK Flat for sale in Golf Green Kolkata,60,Golf Green Kolkata,1200,5000,3,1,3 BHK,Kolkata
Vivekananda apartment Madhyamgram Kolkata,2 BHK Flat for sale in Madhyamgram Kolkata,17,Vivekananda apartment Madhyamgram Kolkata,830,2050,3,1,2 BHK,Kolkata
no 526Durganagar North Dum DumKolkata,2 BHK Flat for sale in North Dum Dum Kolkata,17,no 526Durganagar North Dum DumKolkata,570,3000,2,0,2 BHK,Kolkata
Panchanan Tala BehalaKolkata,2 BHK Flat for sale in Behala Kolkata,33,Panchanan Tala BehalaKolkata,760,4340,2,0,2 BHK,Kolkata
Madhusudhan ApartmentDesh Bandhu Nagar BaguiatiKolkata,3 BHK Flat for sale in Baguiati Kolkata,25,Madhusudhan ApartmentDesh Bandhu Nagar BaguiatiKolkata,970,2580,3,0,3 BHK,Kolkata
Suraj toriSakher Bazar Purba BarishaKolkata,1 BHK Flat for sale in Purba Barisha Kolkata,20,Suraj toriSakher Bazar Purba BarishaKolkata,700,2860,2,1,1 BHK,Kolkata
Magnolia Mint,3 BHK Flat for sale in Kalikapur Kolkata,55,Kalikapur Kolkata,851,6460,3,0,3 BHK,Kolkata
Babupara Purba PutiaryKolkata,2 BHK Flat for sale in Purba Putiary Kolkata,22,Babupara Purba PutiaryKolkata,680,3310,2,1,2 BHK,Kolkata
Sahapur colonySahapur New AliporeKolkata,2 BHK Flat for sale in New Alipore Kolkata,28,Sahapur colonySahapur New AliporeKolkata,800,3500,2,0,2 BHK,Kolkata
S A Aloka Apartment,2 BHK Flat for sale in Santoshpur Kolkata,32,Rani Rashmoni Bagan SantoshpurKolkata,987,3240,3,1,2 BHK,Kolkata
Sarada Pally Kolkata,3 BHK Flat for sale in Sarada Pally Kolkata,45,Sarada Pally Kolkata,1491,3020,3,0,3 BHK,Kolkata
Eden City Jagannathgarh MahheshtalaKolkata,3 BHK Flat for sale in Mahheshtala Kolkata,59,Eden City Jagannathgarh MahheshtalaKolkata,1524,3870,3,1,3 BHK,Kolkata
Kanishka CoJadavpur Kolkata,2 BHK Flat for sale in Jadavpur Kolkata,25,Kanishka CoJadavpur Kolkata,635,3940,2,0,2 BHK,Kolkata
Purbachal NabapallyKolkata,3 BHK Flat for sale in Nabapally Kolkata,37,Purbachal NabapallyKolkata,1111,3330,3,0,3 BHK,Kolkata
RadharaniSahid Colony PaikparaKolkata,2 BHK Flat for sale in Paikpara Kolkata,52,RadharaniSahid Colony PaikparaKolkata,810,6420,3,0,2 BHK,Kolkata
Aranyak ApartmentArjunpur KaikhaliKolkata,2 BHK Flat for sale in Kaikhali Kolkata,37,Aranyak ApartmentArjunpur KaikhaliKolkata,905,4090,3,0,2 BHK,Kolkata
Balaji GreensPanchanan Tala BehalaKolkata,2 BHK Flat for sale in Behala Kolkata,35,Balaji GreensPanchanan Tala BehalaKolkata,945,3700,3,1,2 BHK,Kolkata
shivam apartment,2 BHK Flat for sale in Tollygunge Kolkata,35,Rajendra Prasad Colony TollygungeKolkata,1500,2330,3,0,2 BHK,Kolkata
Basundhara Apartment Arjunpur KaikhaliKolkata,2 BHK Flat for sale in Kaikhali Kolkata,28,Basundhara Apartment Arjunpur KaikhaliKolkata,1200,2330,3,1,2 BHK,Kolkata
Biswanath Colony SinthiKolkata,2 BHK Flat for sale in Sinthi Kolkata,75,Biswanath Colony SinthiKolkata,900,8330,3,0,2 BHK,Kolkata
Bina Apartment,2 BHK Flat for sale in International Airport Kolkata,26,Airport Gate no. 1 International AirportKolkata,780,3330,2,1,2 BHK,Kolkata
r n das roadTanu Pukur DhakuriaKolkata,2 BHK Flat for sale in Dhakuria Kolkata,19,r n das roadTanu Pukur DhakuriaKolkata,500,3980,2,1,2 BHK,Kolkata
Mohana Apartment,3 BHK Flat for sale in Paschim Barisha Kolkata,43,Sree Durga Pally Paschim BarishaKolkata,1100,3910,3,1,3 BHK,Kolkata
Asha Palace,2 BHK Flat for sale in Mandirtala Kolkata,30,Mandirtala Kolkata,835,3590,3,0,2 BHK,Kolkata
Ideal Heights,4 BHK Flat for sale in Raja Bazar Kolkata,205,Raja Bazar Kolkata,2000,10250,4,1,4 BHK,Kolkata
Selimpur DhakuriaKolkata,3 BHK Flat for sale in Dhakuria Kolkata,48,Selimpur DhakuriaKolkata,1100,4360,3,1,3 BHK,Kolkata
New Town Kolkata,3 BHK Flat for sale in New Town Kolkata,68,New Town Kolkata,1500,4530,3,1,3 BHK,Kolkata
Diamond Park JokaKolkata,2 BHK Flat for sale in Joka Kolkata,32,Diamond Park JokaKolkata,902,3550,3,1,2 BHK,Kolkata
Dumdum Rajbari Dum DumKolkata,2 BHK Flat for sale in Dum Dum Kolkata,25,Dumdum Rajbari Dum DumKolkata,560,4460,2,0,2 BHK,Kolkata
1332 Mahendra Banerjee Road45 Pally BehalaKolkata,2 BHK Flat for sale in Behala Kolkata,30,1332 Mahendra Banerjee Road45 Pally BehalaKolkata,700,4290,2,0,2 BHK,Kolkata
Kalyan Nagar RaharaKolkata,3 BHK Flat for sale in Rahara Kolkata,35,Kalyan Nagar RaharaKolkata,1145,3060,3,0,3 BHK,Kolkata
